Date,Ingredient,Consumption,Stock_Level,Purchase_Date,Expiration_Date,Shelf_Life_Days
2023-03-30,Masala_Mix,1605.0,2175.0,2023-03-28,2024-03-27,365
2023-03-30,Syrup,3350.0,5000.0,2023-03-30,2023-09-26,180
2023-03-30,Lettuce,6075.0,5000.0,2023-03-30,2023-04-06,7
2023-03-30,Bread_Crumbs,2860.0,80.0,2023-03-28,2023-09-24,180
2023-03-30,Bread_Crumbs,2860.0,5000.0,2023-03-30,2023-09-26,180
2023-03-30,Milk,57400.0,5000.0,2023-03-30,2023-04-06,7
2023-03-30,Syrup_Sprite,5150.0,5000.0,2023-03-30,2023-09-26,180
2023-03-30,Bun,29400.0,100.0,2023-03-30,2023-04-06,7
2023-03-31,Tomato,5195.0,5000.0,2023-03-31,2023-04-14,14
2023-03-31,Syrup_Diet,1150.0,3850.0,2023-03-30,2023-09-26,180
2023-03-31,Cocoa,780.0,56.0,2023-03-27,2024-03-26,365
2023-03-31,Cocoa,780.0,5000.0,2023-03-30,2024-03-29,365
2023-03-31,Egg,7980.0,100.0,2023-03-31,2023-04-05,5
2023-03-31,Potato,45390.0,5000.0,2023-03-31,2023-04-10,10
2023-03-31,Oil,2160.0,130.0,2023-03-29,2023-06-27,90
2023-03-31,Oil,2160.0,5000.0,2023-03-31,2023-06-29,90
2023-03-31,Butter,1120.0,3880.0,2023-03-30,2023-04-29,30
2023-03-31,Salt,1214.0,2304.0,2023-03-29,2024-03-28,365
2023-03-31,Cream,10500.0,5000.0,2023-03-31,2023-04-14,14
2023-03-31,Mango,7300.0,5000.0,2023-03-31,2023-04-10,10
2023-03-31,Syrup_Zero,4800.0,5000.0,2023-03-31,2023-09-27,180
2023-03-31,Veggie_Patty,7760.0,5000.0,2023-03-31,2023-04-30,30
2023-03-31,Oreo,2130.0,3520.0,2023-03-30,2023-09-26,180
2023-03-31,Paneer,4800.0,200.0,2023-03-30,2023-04-06,7
2023-03-31,Paneer,4800.0,5000.0,2023-03-31,2023-04-07,7
2023-03-31,Chocolate,870.0,1670.0,2023-03-29,2024-03-28,365
2023-03-31,Flour,3650.0,1350.0,2023-03-30,2023-09-26,180
2023-03-31,Pepper,378.0,1620.1000000000022,2023-03-22,2024-03-21,365
2023-03-31,Garlic_Powder,96.0,1029.199999999999,2023-03-03,2024-03-02,365
2023-03-31,Sugar,10490.0,5000.0,2023-03-31,2024-03-30,365
2023-03-31,Apple,2720.0,2560.0,2023-03-30,2023-04-29,30
2023-03-31,Strawberry,14900.0,5000.0,2023-03-31,2023-04-10,10
2023-03-31,Water,58400.0,5000.0,2023-03-31,2024-03-30,365
2023-03-31,Paprika,144.0,2834.300000000001,2023-03-20,2024-03-19,365
2023-03-31,Masala_Mix,2065.0,110.0,2023-03-28,2024-03-27,365
2023-03-31,Masala_Mix,2065.0,5000.0,2023-03-31,2024-03-30,365
2023-03-31,Syrup,2200.0,2800.0,2023-03-30,2023-09-26,180
2023-03-31,Lettuce,3790.0,1210.0,2023-03-30,2023-04-06,7
2023-03-31,Bread_Crumbs,440.0,4640.0,2023-03-30,2023-09-26,180
2023-03-31,Milk,54300.0,5000.0,2023-03-31,2023-04-07,7
2023-03-31,Syrup_Sprite,6450.0,5000.0,2023-03-31,2023-09-27,180
2023-03-31,Bun,22850.0,100.0,2023-03-31,2023-04-07,7
2023-04-01,Tomato,7770.0,5000.0,2023-04-01,2023-04-15,14
2023-04-01,Syrup_Diet,7800.0,5000.0,2023-04-01,2023-09-28,180
2023-04-01,Cocoa,1896.0,3160.0,2023-03-30,2024-03-29,365
2023-04-01,Egg,4896.0,100.0,2023-04-01,2023-04-06,5
2023-04-01,Potato,34008.0,5000.0,2023-04-01,2023-04-11,10
2023-04-01,Oil,2112.0,3018.0,2023-03-31,2023-06-29,90
2023-04-01,Butter,3336.0,544.0,2023-03-30,2023-04-29,30
2023-04-01,Butter,3336.0,5000.0,2023-04-01,2023-05-01,30
2023-04-01,Salt,1147.2,1156.8,2023-03-29,2024-03-28,365
2023-04-01,Cream,15480.0,5000.0,2023-04-01,2023-04-15,14
2023-04-01,Mango,16200.0,5000.0,2023-04-01,2023-04-11,10
2023-04-01,Syrup_Zero,6359.999999999999,5000.0,2023-04-01,2023-09-28,180
2023-04-01,Veggie_Patty,17784.0,5000.0,2023-04-01,2023-05-01,30
2023-04-01,Oreo,2124.0,1396.0,2023-03-30,2023-09-26,180
2023-04-01,Paneer,13560.0,5000.0,2023-04-01,2023-04-08,7
2023-04-01,Chocolate,3204.0,5000.0,2023-04-01,2024-03-31,365
2023-04-01,Flour,11940.0,5000.0,2023-04-01,2023-09-28,180
2023-04-01,Pepper,410.4,1209.700000000002,2023-03-22,2024-03-21,365
2023-04-01,Garlic_Powder,271.2,757.9999999999989,2023-03-03,2024-03-02,365
2023-04-01,Garlic_Powder,271.2,5000.0,2023-04-01,2024-03-31,365
2023-04-01,Sugar,18204.0,5000.0,2023-04-01,2024-03-31,365
2023-04-01,Apple,11520.0,5000.0,2023-04-01,2023-05-01,30
2023-04-01,Strawberry,15240.0,5000.0,2023-04-01,2023-04-11,10
2023-04-01,Water,110640.0,5000.0,2023-04-01,2024-03-31,365
2023-04-01,Paprika,406.79999999999995,2427.500000000001,2023-03-20,2024-03-19,365
2023-04-01,Masala_Mix,1926.0,3184.0,2023-03-31,2024-03-30,365
2023-04-01,Syrup,7500.0,5000.0,2023-04-01,2023-09-28,180
2023-04-01,Lettuce,5796.0,5000.0,2023-04-01,2023-04-08,7
2023-04-01,Bread_Crumbs,1367.9999999999998,3272.0,2023-03-30,2023-09-26,180
2023-04-01,Milk,78120.0,5000.0,2023-04-01,2023-04-08,7
2023-04-01,Syrup_Sprite,6000.0,5000.0,2023-04-01,2023-09-28,180
2023-04-01,Bun,25740.0,100.0,2023-04-01,2023-04-08,7
2023-04-02,Tomato,8790.0,5000.0,2023-04-02,2023-04-16,14
2023-04-02,Syrup_Diet,5280.0,5000.0,2023-04-02,2023-09-29,180
2023-04-02,Cocoa,1584.0,1576.0,2023-03-30,2024-03-29,365
2023-04-02,Egg,17496.0,100.0,2023-04-02,2023-04-07,5
2023-04-02,Potato,56916.0,5000.0,2023-04-02,2023-04-12,10
2023-04-02,Oil,4176.0,5000.0,2023-04-02,2023-07-01,90
2023-04-02,Butter,3216.0,2328.0,2023-04-01,2023-05-01,30
2023-04-02,Salt,1987.1999999999998,5000.0,2023-04-02,2024-04-01,365
2023-04-02,Cream,19800.0,5000.0,2023-04-02,2023-04-16,14
2023-04-02,Mango,8039.999999999999,5000.0,2023-04-02,2023-04-12,10
2023-04-02,Syrup_Zero,5280.0,5000.0,2023-04-02,2023-09-29,180
2023-04-02,Veggie_Patty,29760.0,5000.0,2023-04-02,2023-05-02,30
2023-04-02,Oreo,1800.0,5000.0,2023-04-02,2023-09-29,180
2023-04-02,Paneer,9840.0,5000.0,2023-04-02,2023-04-09,7
2023-04-02,Chocolate,4823.999999999999,176.0000000000009,2023-04-01,2024-03-31,365
2023-04-02,Chocolate,4823.999999999999,5000.0,2023-04-02,2024-04-01,365
2023-04-02,Flour,12120.0,5000.0,2023-04-02,2023-09-29,180
2023-04-02,Pepper,695.9999999999999,513.7000000000022,2023-03-22,2024-03-21,365
2023-04-02,Pepper,695.9999999999999,5000.0,2023-04-02,2024-04-01,365
2023-04-02,Garlic_Powder,196.79999999999998,561.1999999999989,2023-03-03,2024-03-02,365
2023-04-02,Garlic_Powder,196.79999999999998,5000.0,2023-04-01,2024-03-31,365
2023-04-02,Sugar,15696.0,5000.0,2023-04-02,2024-04-01,365
2023-04-02,Apple,13056.0,5000.0,2023-04-02,2023-05-02,30
2023-04-02,Strawberry,2640.0,2360.0,2023-04-01,2023-04-11,10
2023-04-02,Water,75120.0,5000.0,2023-04-02,2024-04-01,365
2023-04-02,Paprika,295.2,2132.300000000001,2023-03-20,2024-03-19,365
2023-04-02,Masala_Mix,2358.0,826.0,2023-03-31,2024-03-30,365
2023-04-02,Masala_Mix,2358.0,5000.0,2023-04-02,2024-04-01,365
2023-04-02,Syrup,1560.0,3440.0,2023-04-01,2023-09-28,180
2023-04-02,Lettuce,6426.0,5000.0,2023-04-02,2023-04-09,7
2023-04-02,Bread_Crumbs,2615.9999999999995,656.0000000000005,2023-03-30,2023-09-26,180
2023-04-02,Bread_Crumbs,2615.9999999999995,5000.0,2023-04-02,2023-09-29,180
2023-04-02,Milk,55620.0,5000.0,2023-04-02,2023-04-09,7
2023-04-02,Syrup_Sprite,6659.999999999999,5000.0,2023-04-02,2023-09-29,180
2023-04-02,Bun,37920.0,100.0,2023-04-02,2023-04-09,7
2023-04-03,Tomato,3145.0,1855.0,2023-04-02,2023-04-16,14
2023-04-03,Syrup_Diet,1900.0,3100.0,2023-04-02,2023-09-29,180
2023-04-03,Cocoa,2360.0,5000.0,2023-04-03,2024-04-02,365
2023-04-03,Egg,8220.0,100.0,2023-04-03,2023-04-08,5
2023-04-03,Potato,39470.0,5000.0,2023-04-03,2023-04-13,10
2023-04-03,Oil,2730.0,2270.0,2023-04-02,2023-07-01,90
2023-04-03,Butter,2750.0,5000.0,2023-04-03,2023-05-03,30
2023-04-03,Salt,1064.0,3936.0,2023-04-02,2024-04-01,365
2023-04-03,Cream,15650.0,5000.0,2023-04-03,2023-04-17,14
2023-04-03,Mango,10900.0,5000.0,2023-04-03,2023-04-13,10
2023-04-03,Syrup_Zero,4200.0,800.0,2023-04-02,2023-09-29,180
2023-04-03,Syrup_Zero,4200.0,5000.0,2023-04-03,2023-09-30,180
2023-04-03,Veggie_Patty,10440.0,5000.0,2023-04-03,2023-05-03,30
2023-04-03,Oreo,2940.0,2060.0,2023-04-02,2023-09-29,180
2023-04-03,Paneer,6100.0,5000.0,2023-04-03,2023-04-10,7
2023-04-03,Chocolate,2370.0,2806.000000000001,2023-04-02,2024-04-01,365
2023-04-03,Flour,7850.0,5000.0,2023-04-03,2023-09-30,180
2023-04-03,Pepper,311.0,202.7000000000022,2023-03-22,2024-03-21,365
2023-04-03,Pepper,311.0,5000.0,2023-04-02,2024-04-01,365
2023-04-03,Garlic_Powder,122.0,439.1999999999989,2023-03-03,2024-03-02,365
2023-04-03,Garlic_Powder,122.0,5000.0,2023-04-01,2024-03-31,365
2023-04-03,Sugar,14480.0,5000.0,2023-04-03,2024-04-02,365
2023-04-03,Apple,3120.0,1880.0,2023-04-02,2023-05-02,30
2023-04-03,Strawberry,8600.0,5000.0,2023-04-03,2023-04-13,10
2023-04-03,Water,59800.0,5000.0,2023-04-03,2024-04-02,365
2023-04-03,Paprika,183.0,1949.300000000001,2023-03-20,2024-03-19,365
2023-04-03,Masala_Mix,1130.0,4696.0,2023-04-02,2024-04-01,365
2023-04-03,Syrup,3050.0,390.0,2023-04-01,2023-09-28,180
2023-04-03,Syrup,3050.0,5000.0,2023-04-03,2023-09-30,180
2023-04-03,Lettuce,2310.0,2690.0,2023-04-02,2023-04-09,7
2023-04-03,Bread_Crumbs,740.0,4916.0,2023-04-02,2023-09-29,180
2023-04-03,Milk,60550.0,5000.0,2023-04-03,2023-04-10,7
2023-04-03,Syrup_Sprite,5800.0,5000.0,2023-04-03,2023-09-30,180
2023-04-03,Bun,16200.0,100.0,2023-04-03,2023-04-10,7
2023-04-04,Tomato,4935.0,5000.0,2023-04-04,2023-04-18,14
2023-04-04,Syrup_Diet,4950.0,5000.0,2023-04-04,2023-10-01,180
2023-04-04,Cocoa,1860.0,3140.0,2023-04-03,2024-04-02,365
2023-04-04,Egg,8520.0,100.0,2023-04-04,2023-04-09,5
2023-04-04,Potato,41980.0,5000.0,2023-04-04,2023-04-14,10
2023-04-04,Oil,3730.0,5000.0,2023-04-04,2023-07-03,90
2023-04-04,Butter,3280.0,1720.0,2023-04-03,2023-05-03,30
2023-04-04,Salt,1448.0,2488.0,2023-04-02,2024-04-01,365
2023-04-04,Cream,11750.0,5000.0,2023-04-04,2023-04-18,14
2023-04-04,Mango,2100.0,2900.0,2023-04-03,2023-04-13,10
2023-04-04,Syrup_Zero,6650.0,5000.0,2023-04-04,2023-10-01,180
2023-04-04,Veggie_Patty,23660.0,5000.0,2023-04-04,2023-05-04,30
2023-04-04,Oreo,2610.0,5000.0,2023-04-04,2023-10-01,180
2023-04-04,Paneer,7000.0,5000.0,2023-04-04,2023-04-11,7
2023-04-04,Chocolate,2670.0,136.0000000000009,2023-04-02,2024-04-01,365
2023-04-04,Chocolate,2670.0,5000.0,2023-04-04,2024-04-03,365
2023-04-04,Flour,11750.0,5000.0,2023-04-04,2023-10-01,180
2023-04-04,Pepper,417.0,4785.700000000003,2023-04-02,2024-04-01,365
2023-04-04,Garlic_Powder,140.0,299.1999999999989,2023-03-03,2024-03-02,365
2023-04-04,Garlic_Powder,140.0,5000.0,2023-04-01,2024-03-31,365
2023-04-04,Sugar,12590.0,5000.0,2023-04-04,2024-04-03,365
2023-04-04,Apple,11360.0,5000.0,2023-04-04,2023-05-04,30
2023-04-04,Strawberry,9200.0,5000.0,2023-04-04,2023-04-14,10
2023-04-04,Water,92200.0,5000.0,2023-04-04,2024-04-03,365
2023-04-04,Paprika,210.0,1739.300000000001,2023-03-20,2024-03-19,365
2023-04-04,Masala_Mix,1180.0,3516.0,2023-04-02,2024-04-01,365
2023-04-04,Syrup,4150.0,1240.0,2023-04-03,2023-09-30,180
2023-04-04,Lettuce,3650.0,5000.0,2023-04-04,2023-04-11,7
2023-04-04,Bread_Crumbs,2160.0,2756.0,2023-04-02,2023-09-29,180
2023-04-04,Milk,40450.0,5000.0,2023-04-04,2023-04-11,7
2023-04-04,Syrup_Sprite,7300.0,5000.0,2023-04-04,2023-10-01,180
2023-04-04,Bun,21200.0,100.0,2023-04-04,2023-04-11,7
2023-04-05,Tomato,4935.0,65.0,2023-04-04,2023-04-18,14
2023-04-05,Tomato,4935.0,5000.0,2023-04-05,2023-04-19,14
2023-04-05,Syrup_Diet,3300.0,1700.0,2023-04-04,2023-10-01,180
2023-04-05,Cocoa,1500.0,1640.0,2023-04-03,2024-04-02,365
2023-04-05,Egg,15840.0,100.0,2023-04-05,2023-04-10,5
2023-04-05,Potato,26350.0,5000.0,2023-04-05,2023-04-15,10
2023-04-05,Oil,2020.0,2980.0,2023-04-04,2023-07-03,90
2023-04-05,Butter,2290.0,5000.0,2023-04-05,2023-05-05,30
2023-04-05,Salt,1179.0,1309.0,2023-04-02,2024-04-01,365
2023-04-05,Cream,18550.0,5000.0,2023-04-05,2023-04-19,14
2023-04-05,Mango,14900.0,5000.0,2023-04-05,2023-04-15,10
2023-04-05,Syrup_Zero,4450.0,550.0,2023-04-04,2023-10-01,180
2023-04-05,Syrup_Zero,4450.0,5000.0,2023-04-05,2023-10-02,180
2023-04-05,Veggie_Patty,22740.0,5000.0,2023-04-05,2023-05-05,30
2023-04-05,Oreo,3300.0,1700.0,2023-04-04,2023-10-01,180
2023-04-05,Paneer,2300.0,2700.0,2023-04-04,2023-04-11,7
2023-04-05,Chocolate,4080.0,1056.000000000001,2023-04-04,2024-04-03,365
2023-04-05,Flour,7700.0,5000.0,2023-04-05,2023-10-02,180
2023-04-05,Pepper,502.0,4283.700000000003,2023-04-02,2024-04-01,365
2023-04-05,Garlic_Powder,46.0,253.1999999999989,2023-03-03,2024-03-02,365
2023-04-05,Garlic_Powder,46.0,5000.0,2023-04-01,2024-03-31,365
2023-04-05,Sugar,16050.0,5000.0,2023-04-05,2024-04-04,365
2023-04-05,Apple,6320.0,5000.0,2023-04-05,2023-05-05,30
2023-04-05,Strawberry,9100.0,5000.0,2023-04-05,2023-04-15,10
2023-04-05,Water,60800.0,5000.0,2023-04-05,2024-04-04,365
2023-04-05,Paprika,69.0,1670.300000000001,2023-03-20,2024-03-19,365
2023-04-05,Masala_Mix,1230.0,2286.0,2023-04-02,2024-04-01,365
2023-04-05,Syrup,4050.0,5000.0,2023-04-05,2023-10-02,180
2023-04-05,Lettuce,3555.0,1445.0,2023-04-04,2023-04-11,7
2023-04-05,Bread_Crumbs,1220.0,1536.0,2023-04-02,2023-09-29,180
2023-04-05,Milk,73100.0,5000.0,2023-04-05,2023-04-12,7
2023-04-05,Syrup_Sprite,3400.0,1600.0,2023-04-04,2023-10-01,180
2023-04-05,Bun,26150.0,100.0,2023-04-05,2023-04-12,7
2023-04-06,Tomato,7490.0,5000.0,2023-04-06,2023-04-20,14
2023-04-06,Syrup_Diet,5150.0,5000.0,2023-04-06,2023-10-03,180
2023-04-06,Cocoa,840.0,800.0,2023-04-03,2024-04-02,365
2023-04-06,Cocoa,840.0,5000.0,2023-04-06,2024-04-05,365
2023-04-06,Egg,14400.0,100.0,2023-04-06,2023-04-11,5
2023-04-06,Potato,41170.0,5000.0,2023-04-06,2023-04-16,10
2023-04-06,Oil,2050.0,930.0,2023-04-04,2023-07-03,90
2023-04-06,Oil,2050.0,5000.0,2023-04-06,2023-07-05,90
2023-04-06,Butter,1700.0,3300.0,2023-04-05,2023-05-05,30
2023-04-06,Salt,1353.0,5000.0,2023-04-06,2024-04-05,365
2023-04-06,Cream,14150.0,5000.0,2023-04-06,2023-04-20,14
2023-04-06,Mango,5000.0,5000.0,2023-04-06,2023-04-16,10
2023-04-06,Syrup_Zero,1550.0,4000.0,2023-04-05,2023-10-02,180
2023-04-06,Veggie_Patty,15400.0,5000.0,2023-04-06,2023-05-06,30
2023-04-06,Oreo,4290.0,5000.0,2023-04-06,2023-10-03,180
2023-04-06,Paneer,6700.0,5000.0,2023-04-06,2023-04-13,7
2023-04-06,Chocolate,3240.0,5000.0,2023-04-06,2024-04-05,365
2023-04-06,Flour,6400.0,5000.0,2023-04-06,2023-10-03,180
2023-04-06,Pepper,543.0,3740.7000000000025,2023-04-02,2024-04-01,365
2023-04-06,Garlic_Powder,134.0,119.19999999999891,2023-03-03,2024-03-02,365
2023-04-06,Garlic_Powder,134.0,5000.0,2023-04-01,2024-03-31,365
2023-04-06,Sugar,10040.0,5000.0,2023-04-06,2024-04-05,365
2023-04-06,Apple,6880.0,5000.0,2023-04-06,2023-05-06,30
2023-04-06,Strawberry,2000.0,3000.0,2023-04-05,2023-04-15,10
2023-04-06,Water,66600.0,5000.0,2023-04-06,2024-04-05,365
2023-04-06,Paprika,201.0,1469.300000000001,2023-03-20,2024-03-19,365
2023-04-06,Masala_Mix,1960.0,326.0,2023-04-02,2024-04-01,365
2023-04-06,Masala_Mix,1960.0,5000.0,2023-04-06,2024-04-05,365
2023-04-06,Syrup,4150.0,850.0,2023-04-05,2023-10-02,180
2023-04-06,Syrup,4150.0,5000.0,2023-04-06,2023-10-03,180
2023-04-06,Lettuce,5435.0,5000.0,2023-04-06,2023-04-13,7
2023-04-06,Bread_Crumbs,420.0,1116.0,2023-04-02,2023-09-29,180
2023-04-06,Milk,38800.0,5000.0,2023-04-06,2023-04-13,7
2023-04-06,Syrup_Sprite,5800.0,5000.0,2023-04-06,2023-10-03,180
2023-04-06,Bun,30950.0,100.0,2023-04-06,2023-04-13,7
2023-04-07,Tomato,4270.0,730.0,2023-04-06,2023-04-20,14
2023-04-07,Tomato,4270.0,5000.0,2023-04-07,2023-04-21,14
2023-04-07,Syrup_Diet,3700.0,1300.0,2023-04-06,2023-10-03,180
2023-04-07,Cocoa,2240.0,3560.0,2023-04-06,2024-04-05,365
2023-04-07,Egg,15300.0,100.0,2023-04-07,2023-04-12,5
2023-04-07,Potato,28910.0,5000.0,2023-04-07,2023-04-17,10
2023-04-07,Oil,2860.0,3070.0,2023-04-06,2023-07-05,90
2023-04-07,Butter,2640.0,660.0,2023-04-05,2023-05-05,30
2023-04-07,Butter,2640.0,5000.0,2023-04-07,2023-05-07,30
2023-04-07,Salt,1086.0,3914.0,2023-04-06,2024-04-05,365
2023-04-07,Cream,15050.0,5000.0,2023-04-07,2023-04-21,14
2023-04-07,Mango,5600.0,5000.0,2023-04-07,2023-04-17,10
2023-04-07,Syrup_Zero,4950.0,5000.0,2023-04-07,2023-10-04,180
2023-04-07,Veggie_Patty,17020.0,5000.0,2023-04-07,2023-05-07,30
2023-04-07,Oreo,4020.0,980.0,2023-04-06,2023-10-03,180
2023-04-07,Oreo,4020.0,5000.0,2023-04-07,2023-10-04,180
2023-04-07,Paneer,4000.0,1000.0,2023-04-06,2023-04-13,7
2023-04-07,Chocolate,1350.0,3650.0,2023-04-06,2024-04-05,365
2023-04-07,Flour,7600.0,5000.0,2023-04-07,2023-10-04,180
2023-04-07,Pepper,461.0,3279.7000000000025,2023-04-02,2024-04-01,365
2023-04-07,Garlic_Powder,80.0,39.19999999999891,2023-03-03,2024-03-02,365
2023-04-07,Garlic_Powder,80.0,5000.0,2023-04-01,2024-03-31,365
2023-04-07,Sugar,14100.0,5000.0,2023-04-07,2024-04-06,365
2023-04-07,Apple,3200.0,1800.0,2023-04-06,2023-05-06,30
2023-04-07,Strawberry,14000.0,5000.0,2023-04-07,2023-04-17,10
2023-04-07,Water,65800.0,5000.0,2023-04-07,2024-04-06,365
2023-04-07,Paprika,120.0,1349.300000000001,2023-03-20,2024-03-19,365
2023-04-07,Masala_Mix,595.0,4731.0,2023-04-06,2024-04-05,365
2023-04-07,Syrup,2150.0,3700.0,2023-04-06,2023-10-03,180
2023-04-07,Lettuce,3035.0,1965.0,2023-04-06,2023-04-13,7
2023-04-07,Bread_Crumbs,1680.0,5000.0,2023-04-07,2023-10-04,180
2023-04-07,Milk,59500.0,5000.0,2023-04-07,2023-04-14,7
2023-04-07,Syrup_Sprite,5650.0,5000.0,2023-04-07,2023-10-04,180
2023-04-07,Bun,19500.0,100.0,2023-04-07,2023-04-14,7
2023-04-08,Tomato,7194.0,5000.0,2023-04-08,2023-04-22,14
2023-04-08,Syrup_Diet,4500.0,5000.0,2023-04-08,2023-10-05,180
2023-04-08,Cocoa,2088.0,1472.0,2023-04-06,2024-04-05,365
2023-04-08,Egg,12816.0,100.0,2023-04-08,2023-04-13,5
2023-04-08,Potato,36696.0,5000.0,2023-04-08,2023-04-18,10
2023-04-08,Oil,3420.0,5000.0,2023-04-08,2023-07-07,90
2023-04-08,Butter,2784.0,2876.0,2023-04-07,2023-05-07,30
2023-04-08,Salt,1555.2,2358.8,2023-04-06,2024-04-05,365
2023-04-08,Cream,21300.0,5000.0,2023-04-08,2023-04-22,14
2023-04-08,Mango,15000.0,5000.0,2023-04-08,2023-04-18,10
2023-04-08,Syrup_Zero,7020.0,5000.0,2023-04-08,2023-10-05,180
2023-04-08,Veggie_Patty,27240.0,5000.0,2023-04-08,2023-05-08,30
2023-04-08,Oreo,5292.0,688.0,2023-04-07,2023-10-04,180
2023-04-08,Oreo,5292.0,5000.0,2023-04-08,2023-10-05,180
2023-04-08,Paneer,10200.0,5000.0,2023-04-08,2023-04-15,7
2023-04-08,Chocolate,3671.9999999999995,5000.0,2023-04-08,2024-04-07,365
2023-04-08,Flour,8700.0,5000.0,2023-04-08,2023-10-05,180
2023-04-08,Pepper,417.6,2862.1000000000026,2023-04-02,2024-04-01,365
2023-04-08,Garlic_Powder,204.0,4835.199999999999,2023-04-01,2024-03-31,365
2023-04-08,Sugar,18036.0,5000.0,2023-04-08,2024-04-07,365
2023-04-08,Apple,5568.0,5000.0,2023-04-08,2023-05-08,30
2023-04-08,Strawberry,9960.0,5000.0,2023-04-08,2023-04-18,10
2023-04-08,Water,86160.0,5000.0,2023-04-08,2024-04-07,365
2023-04-08,Paprika,306.0,1043.300000000001,2023-03-20,2024-03-19,365
2023-04-08,Masala_Mix,1806.0,2925.0,2023-04-06,2024-04-05,365
2023-04-08,Syrup,7559.999999999999,5000.0,2023-04-08,2023-10-05,180
2023-04-08,Lettuce,5226.0,5000.0,2023-04-08,2023-04-15,7
2023-04-08,Bread_Crumbs,3335.9999999999995,1664.0000000000005,2023-04-07,2023-10-04,180
2023-04-08,Milk,80040.0,5000.0,2023-04-08,2023-04-15,7
2023-04-08,Syrup_Sprite,2460.0,2540.0,2023-04-07,2023-10-04,180
2023-04-08,Bun,29040.0,100.0,2023-04-08,2023-04-15,7
2023-04-09,Tomato,7602.0,5000.0,2023-04-09,2023-04-23,14
2023-04-09,Syrup_Diet,1739.9999999999998,3260.0,2023-04-08,2023-10-05,180
2023-04-09,Cocoa,1512.0,5000.0,2023-04-09,2024-04-08,365
2023-04-09,Egg,10800.0,100.0,2023-04-09,2023-04-14,5
2023-04-09,Potato,53076.0,5000.0,2023-04-09,2023-04-19,10
2023-04-09,Oil,3204.0,1796.0,2023-04-08,2023-07-07,90
2023-04-09,Butter,1800.0,1076.0,2023-04-07,2023-05-07,30
2023-04-09,Salt,1539.6000000000001,819.2,2023-04-06,2024-04-05,365
2023-04-09,Salt,1539.6000000000001,5000.0,2023-04-09,2024-04-08,365
2023-04-09,Cream,15600.0,5000.0,2023-04-09,2023-04-23,14
2023-04-09,Mango,11880.0,5000.0,2023-04-09,2023-04-19,10
2023-04-09,Syrup_Zero,6180.0,5000.0,2023-04-09,2023-10-06,180
2023-04-09,Veggie_Patty,19080.0,5000.0,2023-04-09,2023-05-09,30
2023-04-09,Oreo,5256.0,432.0,2023-04-08,2023-10-05,180
2023-04-09,Oreo,5256.0,5000.0,2023-04-09,2023-10-06,180
2023-04-09,Paneer,16200.0,5000.0,2023-04-09,2023-04-16,7
2023-04-09,Chocolate,2880.0,2120.0,2023-04-08,2024-04-07,365
2023-04-09,Flour,5219.999999999999,5000.0,2023-04-09,2023-10-06,180
2023-04-09,Pepper,474.0,2388.1000000000026,2023-04-02,2024-04-01,365
2023-04-09,Garlic_Powder,324.0,4511.199999999999,2023-04-01,2024-03-31,365
2023-04-09,Sugar,13284.0,5000.0,2023-04-09,2024-04-08,365
2023-04-09,Apple,2304.0,2696.0,2023-04-08,2023-05-08,30
2023-04-09,Strawberry,9120.0,5000.0,2023-04-09,2023-04-19,10
2023-04-09,Water,60960.0,5000.0,2023-04-09,2024-04-08,365
2023-04-09,Paprika,486.0,557.3000000000011,2023-03-20,2024-03-19,365
2023-04-09,Paprika,486.0,5000.0,2023-04-09,2024-04-08,365
2023-04-09,Masala_Mix,2484.0,441.0,2023-04-06,2024-04-05,365
2023-04-09,Masala_Mix,2484.0,5000.0,2023-04-09,2024-04-08,365
2023-04-09,Syrup,2700.0,2300.0,2023-04-08,2023-10-05,180
2023-04-09,Lettuce,5658.0,5000.0,2023-04-09,2023-04-16,7
2023-04-09,Bread_Crumbs,1560.0,104.00000000000045,2023-04-07,2023-10-04,180
2023-04-09,Bread_Crumbs,1560.0,5000.0,2023-04-09,2023-10-06,180
2023-04-09,Milk,62700.0,5000.0,2023-04-09,2023-04-16,7
2023-04-09,Syrup_Sprite,4620.0,5000.0,2023-04-09,2023-10-06,180
2023-04-09,Bun,31560.0,100.0,2023-04-09,2023-04-16,7
2023-04-10,Tomato,4185.0,815.0,2023-04-09,2023-04-23,14
2023-04-10,Tomato,4185.0,5000.0,2023-04-10,2023-04-24,14
2023-04-10,Syrup_Diet,3450.0,5000.0,2023-04-10,2023-10-07,180
2023-04-10,Cocoa,1480.0,3520.0,2023-04-09,2024-04-08,365
2023-04-10,Egg,9540.0,100.0,2023-04-10,2023-04-15,5
2023-04-10,Potato,35470.0,5000.0,2023-04-10,2023-04-20,10
2023-04-10,Oil,2980.0,5000.0,2023-04-10,2023-07-09,90
2023-04-10,Butter,1980.0,5000.0,2023-04-10,2023-05-10,30
2023-04-10,Salt,1410.0,4409.2,2023-04-09,2024-04-08,365
2023-04-10,Cream,9650.0,5000.0,2023-04-10,2023-04-24,14
2023-04-10,Mango,14700.0,5000.0,2023-04-10,2023-04-20,10
2023-04-10,Syrup_Zero,3400.0,1600.0,2023-04-09,2023-10-06,180
2023-04-10,Veggie_Patty,27600.0,5000.0,2023-04-10,2023-05-10,30
2023-04-10,Oreo,990.0,4442.0,2023-04-09,2023-10-06,180
